Analysis/analysis-magnified-Alin_Day1_003 02468.csv
""
Files/Channels,Normal,GrayScale,Blue,Green,Red
Alin_Day1_003 00001.jpg,0.3427520260417622,0.23479215766816164,0.4039868008306713,0.23007143436890223,0.24384567095713802
Alin_Day1_003 00040.jpg,0.3101427293281597,0.6176020482284211,0.6524343797196609,0.6889661065385047,0.5821086012617395
Alin_Day1_003 00080.jpg,0.2963950077901699,0.5019663664051993,0.42923827226662864,0.49741115423944526,0.5299964592151539
Alin_Day1_003 00242.jpg,0.2036398108185003,0.22081782147742401,0.30941263597090574,0.10957133835229324,0.25708083416366023
Alin_Day1_003 00359.jpg,0.1693835551640617,0.10094381140277764,0.2341870287804435,-0.03491725498815529,0.20214623406524349
Alin_Day1_003 00460.jpg,0.2174782477376688,0.20751537959829086,0.2737151278318292,0.13465057388834056,0.3072316785309261
Alin_Day1_003 00535.jpg,0.17006804669188408,0.015029382961523636,0.21530218853269514,-0.04712975229448365,0.3319068459039483
Alin_Day1_003 00775.jpg,0.2995478827743903,0.0656246792868706,0.22148774509506738,0.13496013701382997,0.12766856631013115
Alin_Day1_003 01074.jpg,0.3552943302773313,0.12129642346948573,0.38034281265275327,0.17676234068837626,0.17115807943405412
Alin_Day1_003 01218.jpg,0.37312966314024804,0.2688328560442236,0.4846706026995999,0.28198952066741856,0.1282413200338951
Alin_Day1_003 01347.jpg,0.41134759854707925,0.6278367022577271,0.8009937130928553,0.5976078710862563,0.6284507373704497
Alin_Day1_003 01596.jpg,0.41054079835067236,0.2119385581698329,0.439488618709905,0.16308832796791653,0.39022376378375667
Alin_Day1_003 02162.jpg,0.6071141402413924,0.7124707807770597,0.8491801146575891,0.7270234626256356,0.6378569983160441
Alin_Day1_003 02314.jpg,0.6189859481533748,0.7091768147528531,0.7140597049759222,0.6901576348382177,0.6582165781846795
Alin_Day1_003 02468.jpg,0.9988101117255953,0.9999063757154063,0.9998835661882272,0.9999405092525784,0.9997737263136596
Alin_Day1_003 02629.jpg,0.28593147981780836,0.24723997586646226,0.34287465822073454,0.27082209529366363,0.07478969955261777
Alin_Day1_003 02818.jpg,0.15322377308656876,-0.04486720347469715,0.08633425501867763,-0.1191810627288411,0.13772634691237692
Alin_Day1_003 03007.jpg,0.6196145822646297,0.6454793375703655,0.8060468900134095,0.723974610664735,0.5360148181519472
Alin_Day1_003 03026.jpg,0.20877238110461413,-0.03784018736326436,0.11500869109997021,-0.047069841380449916,0.10402751685860491
Alin_Day1_003 03275.jpg,0.2139262938022807,-0.02101166944255291,0.17850020541190345,-0.016527800630852317,0.02813467218482698
Alin_Day1_003 03713.jpg,0.05326502924055704,-0.1115367081963199,0.032676767708142394,-0.10242560326109863,0.17725076420453303
Alin_Day1_003 04035.jpg,0.3254899768277728,0.5597267660008689,0.6920530019735786,0.5701211496587895,0.5405839063408007
Alin_Day1_003 05060.jpg,0.3259791066816948,0.5634547360702025,0.662911935598048,0.6034569803852854,0.5401130396927172
Alin_Day1_003 05554.jpg,0.608889949580266,0.7993582670602049,0.8730922330584466,0.8174641941272894,0.5627073445630981
Alin_Day1_003 10167.jpg,0.2599590312283943,0.42087372974246257,0.5171702814433318,0.3366433413775708,0.5548743298616619
Alin_Day1_003 13137.jpg,0.1596509778861246,-0.0023077529219956015,0.3994830988489592,-0.1638756747929475,0.4074949213585171
Alin_Day1_003 14802.jpg,0.11629476939440082,0.5193542660129643,0.45859611946132806,0.5064910072345074,0.5240168208251412
Alin_Day1_003 15348.jpg,0.08266625118890032,0.1232158991999937,-0.1970127366319532,0.14449537990679737,0.2952119224910467
Alin_Day1_003 15411.jpg,0.0754258403504968,0.5857229036964042,0.5312632427715086,0.5090446549414078,0.49790467282766016
Alin_Day1_003 15866.jpg,0.16309380959131325,0.538661868401271,0.3650893884762014,0.43241841941014936,0.5931389363627791
Alin_Day1_003 16123.jpg,0.1063913512975491,0.09908878939584086,0.039771535943409944,0.021387075116148076,0.34482007862399416
Alin_Day1_003 16176.jpg,0.1396844935661844,0.5450461987697497,0.4956872734755929,0.5426140476589131,0.44092990227527346
Alin_Day1_003 16715.jpg,0.18140116092088027,0.1330210132389556,0.2264286304783994,0.19810182442646168,0.07969197525370603
Alin_Day1_003 17157.jpg,0.2963518746127417,0.08371900357337113,-0.06005298309306078,0.10485424217226454,0.4555146913005481
Alin_Day1_003 17734.jpg,0.026126000165281067,-0.1867873689868239,-0.056677606978073794,-0.14090240249468616,-0.24896122649349797
Alin_Day1_003 22033.jpg,0.009760630610589776,-0.14100019774435157,-0.02954729457989645,-0.13201185026266882,-0.23704424135845734
Alin_Day1_003 31960.jpg,0.06603581912653378,0.03272123044626335,0.26130635099368305,0.04904611040824586,-0.1679560536530126
cofee-s1-00186.jpg,0.09981401726994849,0.10181949700815138,0.17732957919352754,0.040687080204176385,0.1278308052307161
cofee-s1-00476.jpg,0.10298301977312153,0.11486622459122975,0.26501570618765474,0.09276509867202311,0.03842462897819715
cofee-s2-01724.jpg,0.11774948213681603,0.28292807150016386,0.2987792123902577,0.24530794610189285,0.2627791856495942
cofee-s2-01735.jpg,0.10397574563060864,0.20251746858826405,0.25312393205443856,0.163250252499834,0.15275948588675997
cofee-s2-01796.jpg,0.11315838752434712,0.29772150273256665,0.3467449175342048,0.2536123260938895,0.26883370615259305
cofee-s3-02577.jpg,0.08155334897957352,-0.008860952125349382,0.2784100815463187,0.05975080019672898,-0.18560234682149937
cofee-s3-02626.jpg,0.09345545475679289,0.025750378700525357,0.2666051037499721,0.10967444523821418,-0.14317562509656134
cofee-s3-02731.jpg,0.08339331874603131,-0.03605099031652653,0.22746173792008675,0.042640449998824506,-0.21072201101781718
cofee-s3-02879.jpg,0.09685383595907078,0.2080310670087143,0.4063563268944171,0.2539475311272918,-0.0038337842871239754
laboratory-s1-00012.jpg,0.07867152890332847,0.10732640094308697,0.25860141588755314,0.2056741984816634,0.15851944410273022
laboratory-s1-00174.jpg,0.09465938850600711,0.16792425419853174,0.3878669020483154,0.311573962652344,0.11634652170209094
laboratory-s2-00019.jpg,0.04927315724563726,0.04285043246232345,0.047962168709795826,-0.020347903622109094,0.26926814975288865
laboratory-s2-00077.jpg,0.11573793944271595,0.16218204463057434,0.3003656860355916,0.1732428271843578,0.2584214872499832
laboratory-s2-00213.jpg,0.07022287498107305,0.012747010241240796,0.04114971098218295,-0.030174730304582755,0.2571499136577445
laboratory-s3-00000.jpg,0.0595407219164578,0.1455601344808321,0.3012512752964256,0.1984962852263834,0.13860930213982714
laboratory-s3-00155.jpg,0.07386327117036037,0.11769606523537751,0.2741797330911019,0.16720695230446236,0.13991274888319627
laboratory-s3-00278.jpg,0.06517547871737132,0.002376016090350533,0.014073191963636716,0.0010497088840342418,0.1990288041718828
laboratory-s3-00385.jpg,0.07914439780503409,0.07816591978101305,0.10882762175528961,0.07873046310225316,0.28803406023361183
outdoor-s1-00701.jpg,0.11090862588010769,0.1400472400572973,0.14719659894810785,0.06784171116900233,-0.06539467695149002
outdoor-s1-00748.jpg,0.07840758400286937,0.0503588391792456,-0.005117070313752114,-0.1260221357777638,0.2954459012552499
outdoor-s1-00799.jpg,0.11609100019404851,0.183395378738252,0.13403618061986872,0.030407703119447353,0.09428378206356063
outdoor-s1-00804.jpg,0.09025739380532187,0.050712282534480534,-0.028003147434363707,-0.14204094308499862,0.005259138249208911
outdoor-s1-00964.jpg,0.09080388119325589,0.32841620452892345,0.048312591771720675,0.23522900967168334,0.6948424812040677
outdoor-s1-00996.jpg,0.11192058047424631,0.4590398061862173,0.07145805402157474,0.3760960480333379,0.7033740413404603
outdoor-s2-00001.jpg,0.06285512255005977,-0.134445621404936,-0.21154449483137674,-0.12264223374556203,-0.034125451264847124
outdoor-s2-00042.jpg,0.0639356534626301,-0.06808671520061423,-0.22754661564448456,-0.12661039609378147,0.14372690804694024
outdoor-s2-00134.jpg,0.060124190683684395,-0.08161945371220962,-0.2770574419332957,-0.15575369209541237,0.35039150463484975
outdoor-s2-00203.jpg,0.0704171406872737,0.11893510692716808,-0.16236828475317186,-0.035117452339580996,0.4913853036763377
outdoor-s2-00282.jpg,0.07378353133792155,0.1309874760691838,-0.13550319008974487,-0.013352430642754397,0.5066466738869235
outdoor-s2-00355.jpg,0.06374474672222985,-0.1696053567016814,-0.2930834705135854,-0.18257322299082374,0.1522768989269497
party-s1-04339.jpg,0.06408208073066644,-0.01404139586291985,-0.019322022154300823,-0.03593019475126266,0.13026125408513115
party-s1-04366.jpg,0.05913605833427495,0.06718670126549843,-0.030766103878898794,0.05534468638826831,0.07246599971318579
party-s1-04388.jpg,0.05514691090954392,0.052550492829666506,-0.03141034965565685,0.02066601867118719,0.06955016497192419
party-s1-04498.jpg,0.054714869476426876,-0.03391463304076042,-0.10065115119995063,-0.07886458471917725,0.12975879427229015
party-s1-04507.jpg,0.05396974222845428,0.000806736426032706,-0.10145569528400414,-0.05009379694569394,0.0936670439071019
party-s1-04575.jpg,0.053565725313217835,-0.05503690852659958,-0.12912107575586532,-0.10630171433081587,0.0516547618731976
party-s1-04584.jpg,0.05450461154881254,-0.03176182768409323,-0.12514156404836174,-0.07184833566199923,0.03676453961527981
party-s1-04624.jpg,0.05271404251885456,0.006970991555025297,-0.08255701014186884,-0.03577753853627331,0.06656379440717634
party-s2-08721.jpg,0.07113465309395813,-0.03735202199745771,0.045911049562089426,-0.07046300837992446,0.1998877158321692
party-s2-08755.jpg,0.09841644076208585,-0.034336712765862025,0.15810871164652254,-0.037773492566211764,0.11061106348254617
party-s2-08771.jpg,0.09992855608649698,-0.03265009324393894,0.19369573031083803,-0.026961435762429663,0.1410899727975647
party-s2-08866.jpg,0.09842407837610448,-0.0765526786292025,0.13869666791978263,-0.05690445958609835,0.07165498319632772
