Analysis/analysis-crop-cofee-s1-00186.csv
""
Files/Channels,Normal,GrayScale,Blue,Green,Red
Alin_Day1_003 00001.jpg,0.10155987363808539,0.057999327886582325,0.21374813636927525,0.12317087421688698,-0.015962943975691105
Alin_Day1_003 00040.jpg,0.061102416641718796,0.1931524876299583,0.3905390013049785,0.14559164800259825,0.07155397451048695
Alin_Day1_003 00080.jpg,0.05500129939344419,0.023755018913706474,0.1681798321438384,0.03444793919364473,-0.07456959645662528
Alin_Day1_003 00242.jpg,0.0658246924885371,0.02304789601217714,0.1449693690355439,0.0321501890554963,0.007592989790850208
Alin_Day1_003 00359.jpg,0.07567858479474103,-0.02128664942854144,0.1632472828907705,0.10275451143445544,-0.07365359573638122
Alin_Day1_003 00460.jpg,0.09919155226651802,0.25028737606325524,0.42322809414720347,0.2792850816665801,0.14040149287191547
Alin_Day1_003 00535.jpg,0.0819539394232303,0.11261972214870387,0.2977686608714234,0.2435802157709148,0.06932133515116526
Alin_Day1_003 00775.jpg,0.045017435126972496,0.0976495590792113,0.09775493205351839,0.1183574607342396,0.07915748079888413
Alin_Day1_003 01074.jpg,0.08174643447586014,0.025540827031221364,0.1784592025067649,0.05137091428174585,-0.19094099735792616
Alin_Day1_003 01218.jpg,0.07586365527719716,0.1721406952549095,0.3568220113992274,0.13950641256511598,-0.045768914791781676
Alin_Day1_003 01347.jpg,0.15735501145387223,0.4137182779343563,0.5754001590614335,0.36584152350837584,0.24451857445199668
Alin_Day1_003 01596.jpg,0.11624722684141948,0.25482017616122693,0.5638391316731068,0.3676405458707263,0.06937276065330718
Alin_Day1_003 02162.jpg,0.09835107774894065,0.2647885998383896,0.38039237236966705,0.21230581791668435,0.31626955334843915
Alin_Day1_003 02314.jpg,0.11398498784942224,0.008098110406752023,0.09814886742829236,-0.04695158174526841,-0.02214501580384912
Alin_Day1_003 02468.jpg,0.12026952639126379,0.2772633862269038,0.43428842002896967,0.240892587383404,0.24932813782228896
Alin_Day1_003 02629.jpg,0.0816408417804079,0.37824729876782975,0.5189617973815221,0.31802924150370276,0.18664596176186393
Alin_Day1_003 02818.jpg,0.0832012447366551,0.02865244685964464,0.1772283415093196,0.02546997226618223,-0.03068316416972489
Alin_Day1_003 03007.jpg,0.11446700203026362,0.14025270150313868,0.2613652633638844,0.17952126994736864,0.12723352152894774
Alin_Day1_003 03026.jpg,0.04102235430349369,-0.09725020128439564,0.1109489495996142,-0.06398391859021549,-0.1746270062417796
Alin_Day1_003 03275.jpg,0.04825130015068335,0.04639242421404631,0.26460065042668385,0.16171314516723523,-0.07279481338766697
Alin_Day1_003 03713.jpg,0.017833370235467695,-0.04330757712007775,0.2522240956724132,0.20034593868679634,-0.17487826325604652
Alin_Day1_003 04035.jpg,0.08710381631035442,0.38912308592720724,0.5197631369047188,0.4785139436602935,0.27045073250412244
Alin_Day1_003 05060.jpg,0.0755498665487613,0.5513511689183469,0.6831873196073303,0.40486156446902266,0.4385728280377636
Alin_Day1_003 05554.jpg,0.1301648820003401,0.44938599733515755,0.5564862282896486,0.4236150365276482,0.3690679446963825
Alin_Day1_003 10167.jpg,0.1065904901080408,0.5079968994612386,0.5795075794497614,0.4984859594219444,0.5125275406766256
Alin_Day1_003 13137.jpg,0.09148617579029764,0.33734593154342074,0.423973669289787,0.16436480372138362,0.6272907156622103
Alin_Day1_003 14802.jpg,0.07848706884618929,0.4698269564762791,0.5408726806868036,0.400688079093435,0.3664444394711969
Alin_Day1_003 15348.jpg,0.038461347688734666,0.2347928095017566,-0.05559220812652228,0.07580779653414903,0.384631648699819
Alin_Day1_003 15411.jpg,0.10012516699536116,0.6886478042059235,0.7512832293565015,0.6925958273961813,0.6718033450478607
Alin_Day1_003 15866.jpg,0.08238863691126859,0.5527205320297387,0.510562260205021,0.5013205180935062,0.32292802470467635
Alin_Day1_003 16123.jpg,0.18339231094126224,0.37077923113385014,0.3742992982132025,0.3264454112567943,0.44721405060761116
Alin_Day1_003 16176.jpg,0.13041210627055458,0.5108495095920038,0.519594366426118,0.3785269251010981,0.5855016164994925
Alin_Day1_003 16715.jpg,0.08926866179098465,0.45935657270547725,0.2247393812143596,0.3822899321667858,0.4859485058200288
Alin_Day1_003 17157.jpg,0.11972984962971346,0.3645880588547709,-0.15729746194819078,0.37598976143188284,0.6536707771939904
Alin_Day1_003 17734.jpg,0.04647597890035149,0.04318196998753357,0.19763927438447693,0.1636132765580448,-0.03928987865471866
Alin_Day1_003 22033.jpg,0.038867670821633914,0.02821297637389221,0.17252746720032847,0.06808744664037437,0.02466348633796933
Alin_Day1_003 31960.jpg,0.0724041369356068,0.37481568175381524,0.4196288613040841,0.35720240640505413,0.32454117183339837
cofee-s1-00186.jpg,0.479464646042688,0.8049050200773264,0.8260154524614068,0.844267583913238,0.7343620912793333
cofee-s1-00476.jpg,0.41842602539081425,0.7326257843184649,0.888546824364374,0.7365989486138453,0.6631270846668573
cofee-s2-01724.jpg,0.3700904621160687,0.8067000008299938,0.8714647950191736,0.8459808383710775,0.6956201851842828
cofee-s2-01735.jpg,0.37697533576624087,0.7110581834901,0.8762964912347049,0.7734304167275675,0.6121572064629491
cofee-s2-01796.jpg,0.38562417858388376,0.8024246401860278,0.9055766148200971,0.8228498875940997,0.6977174968452794
cofee-s3-02577.jpg,0.29423896625583995,0.3823394920112032,0.6886613097740504,0.4014755290445169,0.24820597078747356
cofee-s3-02626.jpg,0.27614471280429775,0.43925671953819245,0.646623479266388,0.4880217559371306,0.2526601769264594
cofee-s3-02731.jpg,0.2965201573558632,0.36989702920719797,0.6854387112076576,0.3946428521273872,0.23896273842258942
cofee-s3-02879.jpg,0.30583077867477554,0.4671615622371275,0.7521536906657589,0.4833924343865737,0.41307303383454924
laboratory-s1-00012.jpg,0.034617262144491956,-0.013921937837712048,0.06452079819982659,-0.08871064080002351,-0.22971557654838307
laboratory-s1-00174.jpg,0.0414229901517189,0.15183123643827195,0.1500282931318675,-0.077316565234382,-0.25035087039541054
laboratory-s2-00019.jpg,0.02125636315042372,-0.030881219773802905,0.07917740445500893,-0.06875651226858737,-0.14069658826818887
laboratory-s2-00077.jpg,0.04977875663987017,0.02336830850126078,0.12645804997076063,-0.04954402735117875,-0.10141074716839303
laboratory-s2-00213.jpg,0.03742473642538608,-0.057315545819809126,0.004737544377105269,-0.1181894564025783,-0.16083179892594351
laboratory-s3-00000.jpg,0.045239455180453,-0.09426809982891145,0.06511153247497753,-0.12443749817603988,-0.13734923736366042
laboratory-s3-00155.jpg,0.04660111837365837,-0.09064419605854569,0.05532418864770947,-0.13176622157806026,-0.14937798406193015
laboratory-s3-00278.jpg,0.03856132048673797,-0.13573270211616326,-0.04351968635103404,-0.1829265905520832,-0.1990335342059931
laboratory-s3-00385.jpg,0.03943289496116607,-0.10333024935501961,0.011502181110382894,-0.13923021613799122,-0.1721485068976815
outdoor-s1-00701.jpg,0.08191088993512952,0.2208123172009035,0.25283221209381956,0.29146548024238367,0.2688895183346725
outdoor-s1-00748.jpg,0.0483750730431978,0.08858280906814893,0.10662537587178969,0.11104682207165457,-0.031104145661275503
outdoor-s1-00799.jpg,0.06812246880339423,0.16377681538406577,0.213044211034906,0.23255763812904667,0.11091492509653243
outdoor-s1-00804.jpg,0.056266237948766194,0.030021197935744773,0.08340687223795352,0.08507077876530024,-0.03302292299706339
outdoor-s1-00964.jpg,0.05497803890730859,0.37702694821223665,0.2665445948457847,0.3034859697897209,0.3462799449032307
outdoor-s1-00996.jpg,0.06552035075856864,0.37967860165463396,0.27824524476232926,0.2556163054544918,0.3960184609285805
outdoor-s2-00001.jpg,0.11131930915420682,-0.19183938420788108,-0.2596787610951778,-0.1840205833203416,-0.1738018902425764
outdoor-s2-00042.jpg,0.045228866397043,0.2329713767261243,0.1133335159476909,0.30577714918579635,0.17723246916123298
outdoor-s2-00134.jpg,0.15403329341040137,0.35279019116698523,-0.014204469539533627,0.3529990632081261,0.5018352008368743
outdoor-s2-00203.jpg,0.112770543249755,0.5186892246787173,0.2612729474092661,0.5174533599246612,0.5016301212912462
